date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:56:42	58534/58534	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:36%20GMT	https://radiustheme.com/demo/html/fixer/fixer/index2.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/index2.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:43	62451/62451	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:43%20GMT	https://radiustheme.com/demo/html/fixer/fixer/index3.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/index3.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:47	54077/54077	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:44%20GMT	https://radiustheme.com/demo/html/fixer/fixer/index4.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/index4.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:49	33768/33768	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:47%20GMT	https://radiustheme.com/demo/html/fixer/fixer/about.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/about.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:49	31480/31480	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:50%20GMT	https://radiustheme.com/demo/html/fixer/fixer/service1.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/service1.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:50	40273/40273	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:50%20GMT	https://radiustheme.com/demo/html/fixer/fixer/service2.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/service2.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:50	44390/44390	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:51%20GMT	https://radiustheme.com/demo/html/fixer/fixer/single-service1.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/single-service1.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:51	34720/34720	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:51%20GMT	https://radiustheme.com/demo/html/fixer/fixer/single-service2.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/single-service2.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:51	41148/41148	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:52%20GMT	https://radiustheme.com/demo/html/fixer/fixer/single-service3.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/single-service3.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:52	41662/41662	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:52%20GMT	https://radiustheme.com/demo/html/fixer/fixer/blog1.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/blog1.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:52	37872/37872	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:52%20GMT	https://radiustheme.com/demo/html/fixer/fixer/blog2.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/blog2.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:54	46227/46227	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:53%20GMT	https://radiustheme.com/demo/html/fixer/fixer/single-blog1.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/single-blog1.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:56:58	93018/93018	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:56%20GMT	https://radiustheme.com/demo/html/fixer/fixer/shop.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/shop.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:00	32500/32500	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:26:59%20GMT	https://radiustheme.com/demo/html/fixer/fixer/shop-cart.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/shop-cart.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:03	57317/57317	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:01%20GMT	https://radiustheme.com/demo/html/fixer/fixer/single-product.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/single-product.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:04	45784/45784	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:04%20GMT	https://radiustheme.com/demo/html/fixer/fixer/checkout.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/checkout.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:04	32904/32904	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:05%20GMT	https://radiustheme.com/demo/html/fixer/fixer/team1.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/team1.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:05	39900/39900	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:05%20GMT	https://radiustheme.com/demo/html/fixer/fixer/team2.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/team2.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:05	28123/28123	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:05%20GMT	https://radiustheme.com/demo/html/fixer/fixer/single-team1.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/single-team1.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:07	30465/30465	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:06%20GMT	https://radiustheme.com/demo/html/fixer/fixer/gallery.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/gallery.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:07	30110/30110	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:07%20GMT	https://radiustheme.com/demo/html/fixer/fixer/schedule-form.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/schedule-form.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:07	33656/33656	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:08%20GMT	https://radiustheme.com/demo/html/fixer/fixer/reviews.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/reviews.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:08	44575/44575	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:08%20GMT	https://radiustheme.com/demo/html/fixer/fixer/faq.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/faq.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:09	25481/25481	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:08%20GMT	https://radiustheme.com/demo/html/fixer/fixer/404.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/404.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:09	4341/4341	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:10%20GMT	https://radiustheme.com/demo/html/fixer/fixer/coming-soon.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/coming-soon.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202020%2006:27:10%20GMT	https://radiustheme.com/demo/html/fixer/fixer/project1.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/project1.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:11	29421/29421	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202020%2006:27:11%20GMT	https://radiustheme.com/demo/html/fixer/fixer/contact.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/contact.html	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:19	91909/91909	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:57:37%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/slider/slide1-2.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/slider/slide1-2.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:26	118106/118106	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:57:39%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/slider/slide1-3.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/slider/slide1-3.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:28	148804/148804	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:57:38%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/slider/slide1-1.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/slider/slide1-1.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:30	41786/41786	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:57:15%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/service/service1.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/service/service1.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:32	33910/33910	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:57:22%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/service/service2.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/service/service2.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:45	37920/37920	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:57:27%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/service/service3.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/service/service3.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:57:52	17522/17522	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:55:37%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/about/about3.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/about/about3.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:10	50238/50238	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:56:15%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/figure/figure3.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/figure/figure3.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:17	26297/26297	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Sep%202019%2008:57:47%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/team/team1.png	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/team/team1.png	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:18	33632/33632	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Sep%202019%2008:57:50%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/team/team3.png	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/team/team3.png	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:33	26419/26419	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Sep%202019%2008:57:50%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/team/team4.png	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/team/team4.png	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:50	2213/2213	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Sep%202019%2008:55:55%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/brand/brand1.png	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/brand/brand1.png	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:51	4012/4012	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Sep%202019%2008:55:55%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/brand/brand2.png	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/brand/brand2.png	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:52	1469/1469	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Sep%202019%2008:55:56%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/brand/brand3.png	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/brand/brand3.png	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:52	2219/2219	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Sep%202019%2008:55:56%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/brand/brand4.png	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/brand/brand4.png	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:58:58	36001/36001	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:55:43%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/blog/blog1.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/blog/blog1.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:02	52851/52851	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Sep%202019%2008:55:46%20GMT	https://radiustheme.com/demo/html/fixer/fixer/img/blog/blog2.jpg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/img/blog/blog2.jpg	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202020%2006:29:06%20GMT	https://radiustheme.com/demo/html/fixer/fixer/about1.html	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/about1.40.delayed	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:10	706/706	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:55:10%20GMT	https://radiustheme.com/demo/html/fixer/fixer/js/plugins.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/js/plugins.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:10	86927/86927	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:55:02%20GMT	https://radiustheme.com/demo/html/fixer/fixer/js/jquery-3.3.1.min.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/js/jquery-3.3.1.min.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:12	19813/19813	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:55:11%20GMT	https://radiustheme.com/demo/html/fixer/fixer/js/popper.min.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/js/popper.min.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:16	58072/58072	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:55:00%20GMT	https://radiustheme.com/demo/html/fixer/fixer/js/bootstrap.min.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/js/bootstrap.min.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:20	12552/12552	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:55:09%20GMT	https://radiustheme.com/demo/html/fixer/fixer/js/pace.min.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/js/pace.min.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:20	4077/4077	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:55:06%20GMT	https://radiustheme.com/demo/html/fixer/fixer/js/jquery.meanmenu.min.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/js/jquery.meanmenu.min.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:21	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:58:05%20GMT	https://radiustheme.com/demo/html/fixer/fixer/vendor/OwlCarousel/owl.carousel.min.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/vendor/OwlCarousel/owl.carousel.min.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:27	67940/67940	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:55:12%20GMT	https://radiustheme.com/demo/html/fixer/fixer/js/select2.min.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/js/select2.min.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:30	29113/29113	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:58:28%20GMT	https://radiustheme.com/demo/html/fixer/fixer/vendor/slider/js/jquery.nivo.slider.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/vendor/slider/js/jquery.nivo.slider.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:30	8554/8554	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:58:10%20GMT	https://radiustheme.com/demo/html/fixer/fixer/vendor/slider/home.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/vendor/slider/home.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:32	18897/18897	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2008:55:08%20GMT	https://radiustheme.com/demo/html/fixer/fixer/js/main.js	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/js/main.js	(from https://radiustheme.com/demo/html/fixer/fixer/index.html)
11:59:39	126428/126428	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2025%20Sep%202019%2008:55:17%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-brands-400.eot	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-brands-400.eot	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
11:59:42	69608/69608	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2008:55:21%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-brands-400.woff2	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-brands-400.html	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
11:59:43	126428/126428	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2025%20Sep%202019%2008:55:17%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-brands-400.eot?	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-brands-400d41d.eot	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
11:59:45	40460/40460	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2025%20Sep%202019%2008:55:23%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.eot	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.eot	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
11:59:47	14844/14844	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2008:55:25%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.woff2	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.html	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
11:59:49	18112/18112	---M-Z	200	added ('OK')	application/x-font-woff	date:Wed,%2025%20Sep%202019%2008:55:25%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.woff	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.woff	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
11:59:49	81612/81612	---MCZ	200	added ('OK')	application/x-font-woff	date:Wed,%2025%20Sep%202019%2008:55:21%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-brands-400.woff	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-brands-400.woff	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
11:59:53	40232/40232	---M-Z	200	added ('OK')	application/x-font-ttf	date:Wed,%2025%20Sep%202019%2008:55:24%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.ttf	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.ttf	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
11:59:55	140249/140249	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2025%20Sep%202019%2008:55:24%20GMT	https://radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.svg	E:/service%20providing%20system1/radiustheme.com/demo/html/fixer/fixer/webfonts/fa-regular-400.svg	(from https://radiustheme.com/demo/html/fixer/fixer/css/fontawesome-all.min.css)
